jeccard_d,lev_d,type
0.837642207208443,0.7146775688045639,1
0.868773166499003,0.7516573883755228,1
0.39999999999999913,0.12074468085106385,1
0.8984798594093467,0.7199425385183829,1
0.6567852437417646,0.42422547294868884,1
0.9218253968253968,0.724556172782856,1
0.6606741573033649,0.6689241005866711,1
0.9496770307227264,0.7679044313202481,1
0.33333333333333337,0.3485256327361589,1
0.8488733367314971,0.5737014584226349,1
0.7373081156441563,0.6060358857105574,1
0.912061793260682,0.7213967123523733,1
0.7819450087866414,0.6433042964280091,1
0.9255145498834468,0.7456901393925973,1
0.8957984833239889,0.7215928978803363,1
0.8156080275645539,0.704057038042316,1
0.6768627450980388,0.5665362028695322,1
0.9656591488514898,0.7706070026722586,1
0.7797979797979795,0.6116289861914519,1
0.06666666666666667,0.059259259259259275,1
0.6017543859649119,0.45341130604288493,1
0.7482373379512186,0.6126825735676631,1
0.5454545454545463,0.2220634920634918,1
0.5453448512271956,0.3802259655764858,1
0.8566537416880289,0.6880909340370166,1
0.6762565619301918,0.5865189988929139,1
0.9649218806398017,0.8295030766783053,1
0.7400898313844789,0.6544917346679788,1
0.9299200188217072,0.7533026661693966,1
0.894635211117323,0.7298202210954023,1
0.9634479138185634,0.8487990716758957,1
0.9026394632431792,0.7299219560155936,1
0.7736851445210076,0.6203071903299586,1
0.7732742709486882,0.6914657654251124,1
0.9256140350877193,0.7567181522131721,1
0.9636465224184522,0.8094049377490107,1
0.724513509200218,0.5840155500911842,1
0.7644247748709635,0.6042976562950764,1
0.7718551690965468,0.5404170381694986,1
0.8309640964073843,0.6916638069521452,1
0.6342857142857129,0.33923883300265417,1
0.9148679729455848,0.7582516519001522,1
0.8057670618776491,0.5916713566279845,1
0.6484848484848487,0.32305520514822844,1
0.8160221958387378,0.6718505605657125,1
0.7671936614161877,0.6630017012325863,1
0.7284868812821353,0.6031276950196012,1
0.9177726120033812,0.7615890863841682,1
0.9852944862155386,0.835753000726458,1
0.8241005608706126,0.6070484343511784,1
0.8390527919631737,0.6769703650243469,1
0.4976452119309262,0.13710099424385125,1
0.3333333333333325,0.11519240379810056,1
0.6919298245614052,0.28919883884596875,1
0.40905017085994744,0.5119056428580224,1
0.9830743525480365,0.8015488522491004,1
0.886897731150959,0.7569240687161665,1
0.8430558423326822,0.5859250537271837,1
0.6246943115364161,0.47165808578351864,1
0.8831835824339601,0.5918474767023311,1
0.8810702804512199,0.7287579138272654,1
0.7380383484598907,0.5840183921875021,1
0.8075137189547804,0.575589286020171,1
0.653668763102717,0.5491903843110348,1
0.39677419354839055,0.3917770737327173,1
0.9763142101884629,0.797637948655704,1
0.9473861210255858,0.8110947324767326,1
0.9814884891043358,0.8156420471462412,1
0.7835019799779188,0.647860352136477,1
0.8192305339652939,0.62420943379275,1
0.8773708749503202,0.6833516088647598,1
0.40821319913922643,0.2186514498886407,1
0.9679717311512921,0.8214630705546337,1
0.9528515226258891,0.6744146058115187,1
0.0,0.0,1
0.7899193735232972,0.5456573789336082,1
0.8712989245747689,0.714640051258939,1
0.6333662064431298,0.2642276422764226,1
0.2965367965367966,0.22675438596491235,1
0.974210117901944,0.8099271410976308,1
0.6344801904101738,0.4591332143181002,1
0.7959183673469388,0.5988077858102818,1
0.7960336085506269,0.6487941915338565,1
0.5953245728374632,0.5147987303315719,1
0.5863698227484708,0.5204449417222689,1
0.4444444444444435,0.4983298560537471,1
0.8451516765609567,0.7145846168377551,1
0.7932490696044187,0.6153177629162163,1
0.3321256038647335,0.4241623677308608,1
0.3740363860622848,0.25576588055425004,1
0.909053007337171,0.7655879251057791,1
0.80115834431092,0.6724125245469603,1
0.9640348334304727,0.8299702808382471,1
0.797820342657226,0.6895243907712779,1
0.5993593318367306,0.43325470416438777,1
0.8661206682270847,0.7296201084200337,1
0.6212121212121212,0.47740996925779544,1
0.7809324764105041,0.6858823092572895,1
0.4672775597673323,0.49447816034434466,1
0.7574600265542295,0.5425304912919825,1
0.9263486418916232,0.7460508835520194,1
0.750697581049858,0.21692674660951086,1
0.41941941941942257,0.44812183663614047,1
0.9714098069074092,0.82837491817316,1
0.8597319150283841,0.7028210271588154,1
0.44395225790575443,0.12636249681398742,1
0.369360439360438,0.33813463954288486,1
0.8692332683560765,0.39096902065874134,1
0.9395382753346917,0.7269888032368904,1
0.9569303374265672,0.8202139231077015,1
0.9197968387660592,0.7638596807853263,1
0.6666666666666674,0.258843151554437,1
0.5724737707305749,0.5500562096448759,1
0.6648768385610505,0.37656432748537977,1
0.9963985594237698,0.377701901813357,1
0.7904534469304959,0.4726895160600597,1
0.47649136577708007,0.38100309946463823,1
0.8836645906747529,0.573029370871595,1
0.8857210237174755,0.8098076468676543,1
0.5497633679451862,0.322170961489662,1
0.7840915736983757,0.6437728256453155,1
0.786131568942961,0.6544370325438928,1
0.5955023427750594,0.3495767753624328,1
0.8121123321123316,0.5276329564155661,1
0.0,0.0,1
0.6317057156679801,0.4512539281783529,1
0.8181079386068215,0.6608419848124588,1
0.5228758169934636,0.27919720076582805,1
0.9118852290707832,0.7335325564447325,1
0.8539837908871558,0.7533102126482659,1
0.9090659340659341,0.7836554250347348,1
0.7517604617604622,0.370748299319728,1
0.4831355870941841,0.23690590147088367,0
0.8297157800296612,0.6813902309849401,0
0.9293149540517963,0.7214939810579999,0
0.879047619047619,0.7521890257455357,0
0.9558125717414777,0.7717743284039846,0
0.9599844024186129,0.8275559410830091,0
0.9693278959317742,0.8650094449056547,0
0.9382442557442557,0.7753803050231246,0
0.9514370857900268,0.8352577334201757,0
0.934929282925855,0.8056861252331009,0
0.8939393939393939,0.8037492810220085,0
0.3333333333333341,0.09761583445793948,0
1.0,0.8818491888228727,0
0.8242705307259192,0.7149510275826411,0
0.9782135076252725,0.9421018353255949,0
0.33333333333333304,0.0811965811965811,0
0.9570707070707071,0.9306446821152702,0
0.9272147414562272,0.7509120066542436,0
0.945763339869315,0.7771557319653096,0
0.9370632509772782,0.7745504936436917,0
0.9509689424371575,0.7666125032894422,0
0.816686548985424,0.7232875191901948,0
0.5,0.6575799799902793,0
0.981208041685983,0.8167303431466252,0
0.9622631307345724,0.8228713359880031,0
1.0,0.8814511657932711,0
0.9868507458079652,0.8385744960483497,0
0.9424407888870145,0.753605411796091,0
0.9433970514661051,0.7827230090985084,0
0.9743672051929971,0.7479484038823698,0
0.7351953601953602,0.40010683760683774,0
0.9498185941043084,0.8260620468976116,0
0.9928894205209996,0.8720358064958388,0
0.6848484848484849,0.5440714079523264,0
0.9211876112919882,0.7290717235769395,0
0.9421315192743764,0.7620330720117497,0
0.8727272727272726,0.3694007746639324,0
1.0,0.9020302358460254,0
0.5434343434343478,0.4235499923511613,0
0.7421052631578947,0.4344879312309706,0
0.9763774104683195,0.7708780761674326,0
0.9726596223563853,0.7839577677975489,0
1.0,0.895404938628623,0
0.9759521050871426,0.8492087519717554,0
1.0,0.9080874534821901,0
0.9335964912280696,0.7497875118067203,0
1.0,0.4275425487754237,0
0.9461727426013141,0.7779000857012949,0
0.9517919625762763,0.8305860630338805,0
0.09523809523809523,0.09157509157509156,0
1.0,0.8952141379703705,0
0.5593984962406024,0.3785678137651821,0
0.9010989010989015,0.7777589240824532,0
0.9542063310654043,0.7512256498584831,0
0.8706178436947659,0.6396958462734589,0
0.9878787878787879,0.6288186274509804,0
0.987677511665868,0.8575117991068345,0
0.9661753902662992,0.809623643060486,0
0.9289297739297739,0.8088103843911786,0
0.9684545414777164,0.8039721879022051,0
0.8805555555555556,0.7435599458638676,0
0.8673267327829932,0.7310319996919743,0
0.8944618925011077,0.7310197571875766,0
0.5,0.47911267217249615,0
0.9654688627308177,0.7826316678607442,0
1.0,0.8929944470733939,0
0.5,0.6644220572738636,0
0.9923091458805744,0.8377769429679198,0
1.0,0.934039545398241,0
0.7945454545454541,0.3066823069403714,0
1.0,0.3047178862803845,0
0.973560922066438,0.8501542951234822,0
1.0,0.8721851978430921,0
1.0,0.27884057971014475,0
0.9034090909090909,0.8650209477558923,0
0.9766019684961268,0.8442112083412235,0
0.9646140227202527,0.8132787227037033,0
0.5588235294117647,0.2752941176470585,0
0.766326901130823,0.6076119152250921,0
0.9728996430919506,0.8039728791827251,0
0.8704545454545455,0.7447394494988078,0
0.8788294600136709,0.7527162002300508,0
0.9952387850251257,0.8566862363395186,0
0.9831649831649831,0.8315845414233722,0
0.9871794871794872,0.6923141673141672,0
0.9702435329190358,0.7775309124900872,0
0.8650613275613277,0.69654218991719,0
0.9393939393939394,0.805364981166669,0
1.0,0.8685164470032891,0
1.0,0.8884909242803979,0
0.5,0.6587311209475336,0
0.6016651248843663,0.7220604961122985,0
0.9090909090909091,0.8932400932400933,0
0.892922077922078,0.695664237891189,0
0.9884630117595062,0.8526745765716901,0
0.9791111059384586,0.7976095148444345,0
0.5642857142857143,0.4336230057185946,0
0.9897902494331066,0.8211734958163527,0
1.0,0.9478888209110614,0
1.0,0.9483517925076369,0
0.9466077599450046,0.8215087015152195,0
1.0,0.9392873792873792,0
0.9789849624060153,0.8466435726370005,0
0.9272727272727272,0.8544245709016507,0
0.7603443223443224,0.7842211114934042,0
0.0,0.0,0
0.7784382284382267,0.6410964015067511,0
0.9850457843561294,0.8128442136032529,0
0.8770957214885653,0.517060168210028,0
0.91803234534541,0.7153159014921564,0
0.9487104064027141,0.7938181895320231,0
0.9340067340067338,0.8082203869423894,0
0.9291241360978205,0.7987112243664334,0
0.8028566671423815,0.6996394634146703,0
0.9700877192982456,0.8493516315847425,0
0.9329516735981649,0.655211117361726,0
0.6309523809523809,0.7366383616383616,0
0.9486306458169557,0.7998030144451956,0
1.0,0.5846961723549713,0
0.9504690838600323,0.7433077929024243,0
1.0,0.8713146648672954,0
0.9155748098055787,0.746804182558114,0
0.9313492063492063,0.7600727798372576,0
0.9966460671232226,0.41457418788503386,0
0.9749999999999999,0.9025660012502116,0
1.0,0.9018207282913163,0
0.9649831649831649,0.768744131294265,0
1.0,0.8788659147869675,0
0.9957257785022003,0.846842025556397,0
0.9601907864165989,0.7698929459076863,0
0.5,0.6792952100852441,0
0.9409815845530127,0.7672121368133105,0
0.33333333333332754,0.5159036465264781,0
0.7690916164188469,0.31710528924567005,0
0.7943673469387587,0.29280148423005486,0
0.917948717948718,0.8407708744247205,0
0.9737860252283327,0.8026560832145485,0
